MS_NO,DIVISION_GROUP,DIVISION_NAME,DEPT_GROUP_NAME,DEPARTMENT_NAME,SUBDEPARTMENT_NAME,CLASS_NAME,SUBCLASS_NAME,ART_SV_NAME,ART_SV_NAME_ENG,ART_NO,ART_SV_NO,BARCODE,BRAND,MODEL_NO,EXTRA_INFO,DC_SUPPL_NO,DC_SUPPL_NAME
620100304,03 OTHER,06 PHARMACY,0620 OVER THE COUNTER,0620 OVER THE COUNTER,062010 ANALGESIC,06201003 TOPICAL ANALGESICS,0620100304 NL MUSCLE RELAXANT,P_แซมบัค 18ก,P_ZAMBAC18G,100652232,0,8850172242140,ZAMBAC,HOUSEHOLD DRUG,NMD170426,9110241,9110241 : BPNPUREDC-STOCKING(41)
620100304,03 OTHER,06 PHARMACY,0620 OVER THE COUNTER,0620 OVER THE COUNTER,062010 ANALGESIC,06201003 TOPICAL ANALGESICS,0620100304 NL MUSCLE RELAXANT,P_แซมบัค 8 กรัม,P_ZAMBAC8G,100652228,0,8850172242010,ZAMBAC,HOUSEHOLD DRUG,NRV230526,9110241,9110241 : BPNPUREDC-STOCKING(41)
620700202,03 OTHER,06 PHARMACY,0620 OVER THE COUNTER,0620 OVER THE COUNTER,062070 RESPIRATORIES SYSTEM,06207002 CHEST RUBS & INHALANTS,0620700202 NL CHEST RUBS & INHALANTS,P_วาเป็กซ์ทูอินวัน2มล,P_VAPEX 2 IN 1 INHALER 2 ML,100652212,0,8850172241419,VAPEX,HOUSEHOLD DRUG,NMD250526,9110241,9110241 : BPNPUREDC-STOCKING(41)
620700202,03 OTHER,06 PHARMACY,0620 OVER THE COUNTER,0620 OVER THE COUNTER,062070 RESPIRATORIES SYSTEM,06207002 CHEST RUBS & INHALANTS,0620700202 NL CHEST RUBS & INHALANTS,P_วาเป็กซ์ยาดม14มล,P_VAPEX INHALER 14 ML,100652206,0,8850172241310,VAPEX,HOUSEHOLD DRUG,NMD190626,9110241,9110241 : BPNPUREDC-STOCKING(41)
620700202,03 OTHER,06 PHARMACY,0620 OVER THE COUNTER,0620 OVER THE COUNTER,062070 RESPIRATORIES SYSTEM,06207002 CHEST RUBS & INHALANTS,0620700202 NL CHEST RUBS & INHALANTS,P_วาเป็กซ์ยาดม5มล,P_VAPEX INHALER 5 ML,100652200,0,8850172241303,VAPEX,HOUSEHOLD DRUG,NMD190626,9110241,9110241 : BPNPUREDC-STOCKING(41)
610200202,03 OTHER,06 PHARMACY,0610 PRESCRIPTION,0610 PRESCRIPTION,061020 ANTIBIOTIC,06102002 ANTIFUNGALS,0610200202 ANTIFUNGALS,P_CANESTEN 0.5G 1 TAB,P_CANESTEN 0.5G 1 TAB,100652372,0,8850172231106,CANESTEN,DANGEROUS DRUG,NMD040423,9110241,9110241 : BPNPUREDC-STOCKING(41)
610200202,03 OTHER,06 PHARMACY,0610 PRESCRIPTION,0610 PRESCRIPTION,061020 ANTIBIOTIC,06102002 ANTIFUNGALS,0610200202 ANTIFUNGALS,P_CANESTEN 0.1 G 6 TAB,P_CANESTEN 0.1 G 6 TAB,100652386,0,8850172231007,CANESTEN,DANGEROUS DRUG,NMD040523,9110241,9110241 : BPNPUREDC-STOCKING(41)
620200201,03 OTHER,06 PHARMACY,0620 OVER THE COUNTER,0620 OVER THE COUNTER,062020 DERMATOLOGICALS,06202002 TOPICAL ANTIFUNGALS,0620200201 LC TOPICAL ANTIFUNGALS PREPARATIONS,P_CANESTEN CREAM 20 GRAM,P_CANESTEN CREAM 20 GRAM,100978647,0,8850172230208,CANESTEN,DRUG,NMD040523,9110241,9110241 : BPNPUREDC-STOCKING(41)
620200201,03 OTHER,06 PHARMACY,0620 OVER THE COUNTER,0620 OVER THE COUNTER,062020 DERMATOLOGICALS,06202002 TOPICAL ANTIFUNGALS,0620200201 LC TOPICAL ANTIFUNGALS PREPARATIONS,P_CANESTEN CREAM 10 G,P_CANESTEN CREAM 10 G,100652366,0,8850172230109,CANESTEN,DRUG,NMD270523,9110241,9110241 : BPNPUREDC-STOCKING(41)
420500101,02 Food,04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042050 CONFECTIONARY,04205001 CANDY,0420500101 HARD CANDY,คอริฟินซี 65เม็ด,CORYFIN C 65 TAB,100615140,0,8850172132021,CORIFIN C,65เม็ด,NMD200626,9110142,9110142 : BPINDC-XDOCK(42)
460500101,02 Food,04 DRY FOOD,0460 HBA,0460 HBA,046050 BODY MOISTURIZER,04605001 BODY LOTION,0460500101 BODY OIL,คัสสันเบบี้ออยล์เขียว200มล 1+1,CUSSONS BABY OIL NATURAL 200ML,103221439,0,8850169549214,CUSSONS BABY,NATURAL,SPS250826,9110142,9110142 : BPINDC-XDOCK(42)
460500101,02 Food,04 DRY FOOD,0460 HBA,0460 HBA,046050 BODY MOISTURIZER,04605001 BODY LOTION,0460500101 BODY OIL,คัสสันเบบี้ออยล์ชมพู200มล. 1+1,CUSSONS OIL PINK 200 SOFT TWIN,100680679,0,8850169542017,CUSSONS BABY,NO_MODEL,SPS250826,9110142,9110142 : BPINDC-XDOCK(42)
460600101,02 Food,04 DRY FOOD,0460 HBA,0460 HBA,046060 BODY CLEANSE,04606001 BAR SOAP,0460600101 BEAUTY SOAP,อิมพีเรียลBS120กP4 แดง,IMPERIAL BS 120GP4-RED,102686557,0,8850169007158,IMPERIAL,120GP4,NMD200626,9110142,9110142 : BPINDC-XDOCK(42)
460600101,02 Food,04 DRY FOOD,0460 HBA,0460 HBA,046060 BODY CLEANSE,04606001 BAR SOAP,0460600101 BEAUTY SOAP,อิมพีเรียลBS95กP4 แดง,IMPERIAL BS 95GP4-RED,100615861,0,8850169007042,IMPERIAL,95GP4,NMD200626,9110142,9110142 : BPINDC-XDOCK(42)
620500102,03 OTHER,06 PHARMACY,0620 OVER THE COUNTER,0620 OVER THE COUNTER,062050 GASTROINTESTINALS SYSTEM,06205001 ANTACIDS ANTIFLATULENTS,0620500102 LC ANTIFLATULANTS & GIT,P_ไกร๊ปวอเตอร์ 148 มล,P_GRIPE WATER 148 ML,100651928,0,8850163900035,SSL & RB,DRUG,NMD220126,9110241,9110241 : BPNPUREDC-STOCKING(41)
620400202,03 OTHER,06 PHARMACY,0620 OVER THE COUNTER,0620 OVER THE COUNTER,062040 FIRST AIDS,06204002 HEALTHCARE DEVICES,0620400202 NL FAMILY PLANNING,P_DUREX PLAY BASIC 50ML,P_DUREX PLAY BASIC 50ML,101008947,0,8850163900011,DUREX,MEDICAL DEVICE,NMD140225,9110241,9110241 : BPNPUREDC-STOCKING(41)
620400202,03 OTHER,06 PHARMACY,0620 OVER THE COUNTER,0620 OVER THE COUNTER,062040 FIRST AIDS,06204002 HEALTHCARE DEVICES,0620400202 NL FAMILY PLANNING,P_ถุงยางดูเร็กซคิงเท็กซ 12ชิ้น,P_DUREX CONDOM KINGTEX 12 PCS,100991329,0,8850163100374,DUREX,MEDICAL DEVICE,NMD140225,9110241,9110241 : BPNPUREDC-STOCKING(41)
620400202,03 OTHER,06 PHARMACY,0620 OVER THE COUNTER,0620 OVER THE COUNTER,062040 FIRST AIDS,06204002 HEALTHCARE DEVICES,0620400202 NL FAMILY PLANNING,P_ดูเร็กซ์ คอมฟอร์ด 3 ชิ้น,P_DUREX COMFORT 3 S,101681270,0,8850163000452,DUREX,MEDICAL DEVICE,NMD131225,9110241,9110241 : BPNPUREDC-STOCKING(41)
620400202,03 OTHER,06 PHARMACY,0620 OVER THE COUNTER,0620 OVER THE COUNTER,062040 FIRST AIDS,06204002 HEALTHCARE DEVICES,0620400202 NL FAMILY PLANNING,P_TVดูเร็กซ์คิงเท็ค3ชิ้น(MP),P_DUREX KINGTEX(MP),100617599,0,8850163000377,DUREX,MEDICAL DEVICE,NMD260825,9110241,9110241 : BPNPUREDC-STOCKING(41)
620400202,03 OTHER,06 PHARMACY,0620 OVER THE COUNTER,0620 OVER THE COUNTER,062040 FIRST AIDS,06204002 HEALTHCARE DEVICES,0620400202 NL FAMILY PLANNING,P_TVดูเร็กซ์สตรอเบอรี่ชมพู(MP),P_DUREX STRAWBERRY(MP),100617597,0,8850163000278,DUREX,MEDICAL DEVICE,NMD231019,9110241,9110241 : BPNPUREDC-STOCKING(41)
620400202,03 OTHER,06 PHARMACY,0620 OVER THE COUNTER,0620 OVER THE COUNTER,062040 FIRST AIDS,06204002 HEALTHCARE DEVICES,0620400202 NL FAMILY PLANNING,P_TVถุงยางดูเร็กเฟเธอร์ไลท์(MP,P_DUREXFE THERLITE(MP),100617595,0,8850163000100,DUREX,MEDICAL DEVICE,NMD090126,9110241,9110241 : BPNPUREDC-STOCKING(41)
430400408,02 Food,04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043040 COOKING INGRED.,04304004 SEASONINGS,0430400408 PACKAGE COCONUT,อัมพวากะทิ100% 500มล.,AMPAWA COCONUT MILK PET 500 ML,102623580,0,8850161166204,AMPAWA,ขวดPET,NMD200626,9110141,9110141 : BPINDC-STOCKING(41)
430400408,02 Food,04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043040 COOKING INGRED.,04304004 SEASONINGS,0430400408 PACKAGE COCONUT,อัมพวากะทิ1000 มล.,AMPAWA COCONUT MILK 1000ML,102415345,0,8850161166143,AMPAWA,1000ml,NMD200626,9110141,9110141 : BPINDC-STOCKING(41)
